Gene	Mov10_kd_2	Mov10_kd_3	Mov10_oe_1	Mov10_oe_2	Mov10_oe_3	Irrel_kd_1	Irrel_kd_2	Irrel_kd_3
DMRTA1	53.04623301	43.8420156	46.6042076	59.78986619	68.86012291	61.47529776	51.9446386	52.15496809
DMRTA2	218.5760445	250.2202842	231.356602	246.2985533	269.3195918	302.0308107	312.7067244	287.5209779
DMRTB1	0	0	0	0	0	0	0	0
DMRTC1	0	0	0	0	0	0	0	0
DMRTC1B	0	0	0	0	0	0	0	0
DMRTC2	0.639111241	0	0	0	0	0	0	0
DMTF1	2697.688549	2765.254935	2296.92166	2247.028106	2425.406551	2472.376105	2476.720368	2500.763854
DMWD	1452.06074	1427.538801	1035.279183	1065.508959	875.2886734	1307.909233	1360.949531	1370.739546
DMXL1	1937.785283	2014.594083	2171.256743	1898.105155	2238.719107	1914.643694	2086.096686	1932.408433
DMXL2	1007.239316	1056.485644	1353.186456	1175.272444	1342.007284	1111.010091	1222.776793	1059.147044
DNA2	1668.719451	1624.293212	1299.924505	1210.967887	1377.202458	1562.719888	1601.972654	1484.41063
DNAAF1	9.586668617	8.55453963	20.80544982	16.06294913	21.42314935	13.36419516	7.272249404	12.03576187
DNAAF2	590.5387868	504.7178382	478.5253459	454.2245058	572.3041326	511.4032016	495.5518522	493.4662365
DNAH1	471.6640959	378.5383786	202.2289723	170.4457379	171.3851948	240.555513	248.2953725	282.1717504
DNAH10	49.21156557	37.42611088	34.9531557	34.80305644	21.42314935	23.16460495	32.20567593	37.44459247
DNAH11	77.33246018	90.89198357	130.6582249	128.503593	130.069121	108.695454	111.1615266	100.2980155
DNAH12	35.7902295	28.87157125	9.986615914	17.84772125	12.24179963	16.0370342	13.50560604	16.04768249
DNAH14	908.8161849	963.4550258	1138.474214	1160.101881	1360.369984	998.7508519	980.7147768	985.5951661
DNAH17	1347.246496	1115.298104	1023.628131	840.6276709	803.3681006	523.8764504	540.2242414	620.5103895
DNAH2	7.669334893	5.346587269	14.14770588	13.38579094	10.71157467	8.018517099	6.233356632	8.023841244
DNAH3	265.2311651	190.3385068	39.94646366	25.87919581	27.54404916	63.25719044	84.15031453	64.19072995
DNAH5	10.22577986	12.83180944	18.30879584	16.06294913	13.77202458	16.92798054	10.38892772	10.69845499
DNAH6	116.9573571	115.486285	124.8326989	127.6112069	131.599346	124.7324882	117.3948832	144.4291424
DNAH7	21.09067096	21.38634907	40.77868165	29.44874006	32.13472402	24.94649764	18.7000699	26.74613748
DNAH8	3.834667447	3.207952361	4.993307957	7.1390885	10.71157467	4.454731721	6.233356632	5.349227496
DNAH9	0.639111241	0	0	0	0	0	0	0
DNAI1	8.308446135	5.346587269	11.6510519	6.246702438	7.651124767	6.23662441	7.272249404	8.023841244
DNAI2	1.917333723	0	0.832217993	2.677158188	1.530224953	0.890946344	1.038892772	1.337306874
DNAJA1	4540.246257	4133.981276	3274.777802	3087.655776	3424.643446	3603.877963	3379.518187	3382.049084
DNAJA1P5	1.278222482	3.207952361	0.832217993	0.892386063	0	0.890946344	1.038892772	0
DNAJA2	2031.734636	1963.266845	1702.718013	1629.49695	1949.506591	2035.812397	2027.918691	1953.805343
DNAJA3	2610.130309	2447.667652	2130.478062	2147.080867	1889.827818	2363.680651	2345.819879	2457.970034
DNAJA4	1.278222482	4.277269815	1.664435986	0.892386063	3.060449907	2.672839033	2.077785544	0
DNAJB1	2295.048467	2108.694019	4042.082791	4046.078408	4189.755923	2410.009861	2405.036767	2195.857887
DNAJB11	2077.111534	2184.615558	2071.390584	1958.787407	2205.054158	2001.065489	1890.784845	1806.701587
DNAJB12	1668.719451	1576.173927	1173.42737	1286.820702	1152.25939	1575.193137	1542.755766	1508.482154
DNAJB13	6.391112411	5.346587269	14.97992387	11.60101881	15.30224953	9.800409787	9.350034948	5.349227496
DNAJB14	385.3840784	408.4792673	542.6061313	516.6915302	638.1038056	447.2550648	464.3850691	449.3351097
DNAJB2	770.7681568	746.3835827	768.1372074	774.5911023	702.3732536	816.9977977	794.7529706	809.0706588
DNAJB3	0	0	0	0	0	1.781892689	0	0
DNAJB4	788.0241603	724.9972336	846.3656987	743.3575901	879.8793482	708.3023437	750.0805814	703.4234157
DNAJB5	210.2675983	194.6157766	249.6653979	253.4376418	221.8826183	190.6625177	209.8563399	185.8856555
DNAJB6	2597.987195	2331.112049	1975.685515	1980.204673	1995.413339	1831.785684	1854.423598	1808.038894
DNAJB7	0	0	0	0	0	0	0	0
DNAJB8	0	0	0.832217993	0	0	0	0	0
DNAJB8-AS1	0	0	0	0	0	0	0	0
DNAJB9	598.8472329	635.1745675	778.1238233	716.5860082	781.9449512	548.8229481	542.302027	512.1885327
DNAJC1	791.2197165	750.6608525	801.4259271	785.299735	924.2558719	625.4443337	601.518915	637.8953789
DNAJC10	2768.629897	3025.099077	2901.111923	2652.171378	3256.318701	2674.620926	2655.409925	2578.327653
DNAJC11	4406.032896	4115.802879	2649.782089	2743.194756	2384.090478	3799.886158	3662.097021	3686.955052
DNAJC12	455.0472037	479.0542193	588.3781209	610.3920668	609.0295315	523.8764504	528.796421	561.6688871
DNAJC13	2906.677925	2754.561761	2238.666401	2061.411804	2292.27698	2305.769139	2393.608947	2280.10822
DNAJC14	1860.452823	1755.819259	1581.214186	1495.639041	1342.007284	1878.114894	1911.5627	1931.071126
DNAJC15	24.28622716	20.31703162	29.95984774	37.48021463	27.54404916	24.0555513	19.73896267	25.40883061
DNAJC16	951.636638	931.3755022	902.9565222	860.2601643	931.9069967	1033.497759	1019.153809	990.9443936
DNAJC17	157.8604766	166.8135228	148.9670207	177.5848264	128.5388961	142.5514151	137.1338459	176.5245074
DNAJC18	1089.684666	1113.159469	1181.74955	1254.694804	1192.045239	1158.230248	1222.776793	1263.754996
DNAJC19	475.4987634	459.8065051	417.7734324	401.5737281	501.9137847	382.2159817	419.7126799	409.2159034
DNAJC2	2238.167566	2248.774605	1573.724224	1499.208585	1697.019473	2080.359714	2046.618761	2034.043755
DNAJC21	2427.344494	2351.429081	2475.016311	2379.101243	2541.703648	2308.441978	2412.309017	2389.767384
DNAJC22	121.4311358	127.248777	189.7457024	200.7868641	192.8083441	159.4793956	179.7284496	193.9094967
DNAJC24	997.6526474	1023.336803	1103.521059	1041.414535	1133.896691	1053.098579	1051.359485	928.0909705
DNAJC25	483.8072095	496.1632985	506.8207576	447.9778034	512.6253594	417.8538355	398.9348244	390.4936072
DNAJC25-GNG10	0	0	0	0	0	0	0	0
DNAJC27	395.6098583	376.3997437	440.2433182	449.7625755	472.8395106	391.1254451	389.5847895	361.072856
DNAJC27-AS1	5.112889929	6.415904722	4.993307957	4.461930313	9.181349721	6.23662441	4.155571088	2.674613748
DNAJC28	110.5662447	127.248777	190.5779204	156.1675609	159.1433952	124.7324882	162.0672724	140.4172218
DNAJC3	1035.999322	1046.861787	965.3728717	943.2520681	1132.366466	955.0944811	911.108961	895.9956056
DNAJC30	483.1680983	451.2519655	298.7662594	334.6447735	240.2453177	374.1974646	369.8458268	431.9501203
DNAJC4	295.2693934	291.9236649	322.0683632	336.4295456	269.3195918	285.1028302	304.3955822	302.2313535
DNAJC5	2560.279632	2382.439287	1910.772512	1953.433091	1732.214647	3218.098196	2994.088969	3045.047752
DNAJC5B	0	0	0	0	0	0.890946344	2.077785544	0
DNAJC5G	6.391112411	6.415904722	10.81883391	7.1390885	9.181349721	4.454731721	2.077785544	1.337306874
DNAJC6	754.7903758	760.2847096	1076.057865	1057.477484	1032.901844	972.913408	935.0034948	982.9205524
DNAJC7	5520.642901	5365.834983	4062.888241	4054.109882	4290.75077	5407.153363	5307.703172	5330.5052
DNAJC8	3076.681515	2837.968522	2418.425487	2343.4058	2381.030028	3015.853375	2959.805507	2988.880863
DNAJC9	1152.956679	1005.158406	936.245242	895.9556068	939.5581214	1126.156179	1156.287655	1103.278171
DNAL1	556.665891	575.2927901	728.1907437	611.2844528	751.3404522	667.3188119	655.5413391	696.7368813
DNAL4	267.78761	265.1907285	395.3035466	405.1432724	356.5424142	375.9793573	434.2571787	390.4936072
DNALI1	15.33866979	16.03976181	18.30879584	27.66396794	16.83247449	23.16460495	28.05010484	33.43267185
DNASE1	199.4027072	165.7442053	179.7590865	170.4457379	166.7945199	150.5699322	185.9618062	165.8260524
DNASE1L1	397.527192	476.9155844	729.0229617	785.299735	671.7687546	498.9299528	513.2130294	534.9227496
DNASE1L2	20.45155972	22.45566653	4.993307957	6.246702438	7.651124767	8.909463443	6.233356632	16.04768249
DNASE1L3	0	0	0.832217993	0.892386063	0	0	0	0
DNASE2	662.1192458	671.5313609	689.0764981	676.4286354	625.862006	614.7529776	589.0522017	581.7284902
DNASE2B	1.278222482	1.069317454	2.496653979	1.784772125	0	1.781892689	2.077785544	0
DND1	10.8648911	9.623857083	9.154397921	16.06294913	10.71157467	7.127570754	12.46671326	9.361148118
DNER	93.94935244	103.723793	128.9937889	123.1492766	107.1157467	116.7139711	98.69481334	124.3695393
DNHD1	126.5440257	136.8726341	159.7858546	166.8761937	136.1900209	85.53084905	109.0837411	88.26225368
DNLZ	155.3040316	149.7044435	85.71845326	112.4406439	78.04147263	147.0061468	129.8615965	102.9726293
DNM1	626.3290163	697.1949798	689.9087161	757.6357671	647.2851553	480.2200796	536.0686704	521.5496809
DNM1L	4032.791931	3942.573452	3565.221881	3336.631488	3772.00451	3655.552851	3637.163595	3673.581983
DNM1P35	26.20356089	16.03976181	30.79206574	38.37260069	19.8929244	29.40122936	27.01121207	26.74613748
DNM1P41	1.917333723	1.069317454	4.161089964	1.784772125	1.530224953	0.890946344	0	4.011920622
DNM1P46	11.50400234	11.76249199	17.47657785	13.38579094	12.24179963	9.800409787	10.38892772	18.72229624
DNM2	3890.270125	3709.462247	3105.005331	3197.419262	2886.004262	3785.631017	3683.91377	3847.431876
DNM3	152.1084754	145.4271737	193.9067923	173.1228961	220.3523933	136.3147907	129.8615965	119.0203118
DNM3OS	0	0	0	0	3.060449907	0	0	0
DNMBP	563.6961147	584.9166472	626.6601486	612.1768389	613.6202063	541.6953773	583.8577379	561.6688871
DNMBP-AS1	1.278222482	3.207952361	0	0	0	0	1.038892772	0
DNMT1	7558.768649	7150.525813	6359.809901	6594.733002	6041.328116	6364.920684	6208.423205	6062.01206
DNMT3A	615.4641252	569.9462028	581.720377	593.4367316	518.7462592	517.639826	502.8241017	554.9823527
DNMT3B	1246.906031	1221.160532	1125.990944	1055.692712	1081.869042	1203.668511	1173.948832	1206.2508
DNMT3L	0	0	0	0	0	0	0	0
DNPEP	634.6374624	646.9370595	614.1768787	610.3920668	575.3645825	698.5019339	706.447085	702.0861088
DNTT	0	0	0	0	1.530224953	0.890946344	1.038892772	0
DNTTIP1	1229.650028	1146.30831	1014.473733	947.7139984	853.865524	1077.15413	1150.054299	1207.588107
DNTTIP2	3318.265564	3279.596631	2720.520619	2526.344943	2817.144139	2488.41314	2386.336697	2167.774443
DOC2A	153.3866979	177.5066973	239.6787819	319.4742104	272.3800417	187.0987323	221.2841604	217.9810205
DOC2B	1.278222482	1.069317454	0	0.892386063	1.530224953	0	1.038892772	0
DOC2GP	0	0	0	0	1.530224953	0	2.077785544	0
DOCK1	1859.1746	1808.215814	1757.644401	1699.995449	1703.140373	1648.250737	1657.033971	1814.725428
DOCK10	1.278222482	5.346587269	2.496653979	5.354316375	6.120899814	2.672839033	3.116678316	9.361148118
DOCK11	541.9663325	603.0950439	669.1032662	688.9220403	794.1867509	581.7879628	654.5024464	577.7165696
DOCK2	1.278222482	4.277269815	3.328871971	6.246702438	4.59067486	5.345678066	11.42782049	5.349227496
DOCK3	1197.055355	1222.22985	1112.675456	1029.813516	976.2835203	1105.664413	1116.80973	1099.26625
DOCK4	968.8926415	978.4254702	1022.795913	920.9424166	993.1159948	1128.829018	1155.248762	1134.036229
DOCK5	460.1600936	421.3110768	371.1692248	351.6001086	411.6305125	424.0904599	424.9071437	418.5770516
DOCK6	694.0748079	778.4631063	749.8284116	788.8692793	800.3076507	582.6789092	647.230197	699.4114951
DOCK7	2892.617477	2930.999141	2611.500062	2551.331753	2827.855714	2732.532438	2873.577407	2798.983287
DOCK8	313.1645081	322.933871	240.5109999	228.450832	258.6080171	262.8291716	257.6454075	274.1479092
DOCK9	706.8570327	691.8483926	694.069806	659.4733002	739.0986525	736.8126267	723.0693693	771.6260663
DOHH	556.0267798	451.2519655	321.2361452	315.0122801	276.9707166	490.0204894	460.229498	407.8785966
DOK1	299.1040608	319.7259187	374.4980968	341.783862	293.8031911	409.8353184	367.7680413	401.1920622
DOK2	2.556444964	2.138634907	0.832217993	0	1.530224953	0	1.038892772	1.337306874
DOK3	63.91112411	70.57495195	40.77868165	31.23351219	26.01382421	77.51233195	86.22810008	66.8653437
DOK4	256.9227189	250.2202842	277.9608096	269.5005909	223.4128432	295.7941863	336.6012581	300.8940466
DOK5	8.308446135	2.138634907	7.489961936	8.031474563	12.24179963	4.454731721	5.19446386	8.023841244
DOK6	152.1084754	170.0214751	274.6319376	276.6396794	351.9517393	243.228352	259.723193	286.183671
DOK7	31.31645081	24.59430144	62.41634946	55.32793588	53.55787337	38.3106928	44.6723892	53.49227496
